Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
Kentucky,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.234,11.5201,1980,1028019,0,"2023-2024, Kentucky. Overall (6 months-17 years)",11.8 - 34.9,,1,1,30,3,1,1300101
Kentucky,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.234,11.5201,1980,1028019,0,"2023-2024, Kentucky. Overall (6 months-17 years)",11.8 - 34.9,1,1,1,30,3,1,1300101
Kentucky,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.33,3.3466,1980,1688518,0,"2023-2024, Kentucky. Overall (6 months-17 years)",29.7 - 36.4,,1,1,30,3,1,1300101
Kentucky,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.33,3.3466,1980,1688518,0,"2023-2024, Kentucky. Overall (6 months-17 years)",29.7 - 36.4,1,1,1,30,3,1,1300101
Maine,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.187,4.0445,1813,184451,0,"2023-2024, Maine. Overall (6 months-17 years)",14.7 - 22.7,,1,1,32,3,1,1320101
Maine,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.187,4.0445,1813,184451,0,"2023-2024, Maine. Overall (6 months-17 years)",14.7 - 22.7,1,1,1,32,3,1,1320101
Maine,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.194,3.8641,1813,205214,0,"2023-2024, Maine. Overall (6 months-17 years)",15.6 - 23.3,,1,1,32,3,1,1320101
Maine,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.194,3.8641,1813,205214,0,"2023-2024, Maine. Overall (6 months-17 years)",15.6 - 23.3,1,1,1,32,3,1,1320101
Maine,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.25,7.3712,1813,273211,0,"2023-2024, Maine. Overall (6 months-17 years)",17.7 - 32.4,,1,1,32,3,1,1320101
Maine,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.25,7.3712,1813,273211,0,"2023-2024, Maine. Overall (6 months-17 years)",17.7 - 32.4,1,1,1,32,3,1,1320101
Maine,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.257,7.4991,1813,416030,0,"2023-2024, Maine. Overall (6 months-17 years)",18.3 - 33.2,,1,1,32,3,1,1320101
Maine,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.257,7.4991,1813,416030,0,"2023-2024, Maine. Overall (6 months-17 years)",18.3 - 33.2,1,1,1,32,3,1,1320101
Maine,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.376,3.8522,1813,517238,0,"2023-2024, Maine. Overall (6 months-17 years)",33.7 - 41.4,,1,1,32,3,1,1320101
Maine,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.376,3.8522,1813,517238,0,"2023-2024, Maine. Overall (6 months-17 years)",33.7 - 41.4,1,1,1,32,3,1,1320101
Maine,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.387,3.9183,1813,466077,0,"2023-2024, Maine. Overall (6 months-17 years)",34.8 - 42.6,,1,1,32,3,1,1320101
Maine,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.387,3.9183,1813,466077,0,"2023-2024, Maine. Overall (6 months-17 years)",34.8 - 42.6,1,1,1,32,3,1,1320101
Maryland,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.26,5.1412,3101,917979,0,"2023-2024, Maryland. Overall (6 months-17 years)",20.9 - 31.1,,1,1,33,3,1,1330101
Maryland,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.26,5.1412,3101,917979,0,"2023-2024, Maryland. Overall (6 months-17 years)",20.9 - 31.1,1,1,1,33,3,1,1330101
Massachusetts,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.286,4.3854,2251,1182874,0,"2023-2024, Massachusetts. Overall (6 months-17 years)",24.2 - 33.0,1,1,1,34,3,1,1340101
Massachusetts,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.3,4.7834,2251,1709018,0,"2023-2024, Massachusetts. Overall (6 months-17 years)",25.2 - 34.8,,1,1,34,3,1,1340101
Massachusetts,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.3,4.7834,2251,1709018,0,"2023-2024, Massachusetts. Overall (6 months-17 years)",25.2 - 34.8,1,1,1,34,3,1,1340101
Massachusetts,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.465,3.2352,2251,1446243,0,"2023-2024, Massachusetts. Overall (6 months-17 years)",43.3 - 49.7,,1,1,34,3,1,1340101
Massachusetts,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.465,3.2352,2251,1446243,0,"2023-2024, Massachusetts. Overall (6 months-17 years)",43.3 - 49.7,1,1,1,34,3,1,1340101
Massachusetts,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.501,4.0216,2251,1567923,0,"2023-2024, Massachusetts. Overall (6 months-17 years)",46.1 - 54.1,,1,1,34,3,1,1340101
Massachusetts,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.501,4.0216,2251,1567923,0,"2023-2024, Massachusetts. Overall (6 months-17 years)",46.1 - 54.1,1,1,1,34,3,1,1340101
Michigan,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.143,2.5542,1703,490104,0,"2023-2024, Michigan. Overall (6 months-17 years)",11.7 - 16.8,,1,1,35,3,1,1350101
Michigan,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.143,2.5542,1703,490104,0,"2023-2024, Michigan. Overall (6 months-17 years)",11.7 - 16.8,1,1,1,35,3,1,1350101
Michigan,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.164,3.3403,1703,1078761,0,"2023-2024, Michigan. Overall (6 months-17 years)",13.1 - 19.7,,1,1,35,3,1,1350101
Michigan,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.164,3.3403,1703,1078761,0,"2023-2024, Michigan. Overall (6 months-17 years)",13.1 - 19.7,1,1,1,35,3,1,1350101
Michigan,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.197,4.7857,1703,1747354,0,"2023-2024, Michigan. Overall (6 months-17 years)",14.9 - 24.5,,1,1,35,3,1,1350101
Michigan,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.197,4.7857,1703,1747354,0,"2023-2024, Michigan. Overall (6 months-17 years)",14.9 - 24.5,1,1,1,35,3,1,1350101
Michigan,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.197,4.7857,1703,1000395,0,"2023-2024, Michigan. Overall (6 months-17 years)",14.9 - 24.5,,1,1,35,3,1,1350101
Michigan,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.197,4.7857,1703,1000395,0,"2023-2024, Michigan. Overall (6 months-17 years)",14.9 - 24.5,1,1,1,35,3,1,1350101
Minnesota,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.402,5.1192,2031,1509235,0,"2023-2024, Minnesota. Overall (6 months-17 years)",35.1 - 45.4,,1,1,36,3,1,1360101
Minnesota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.402,5.1192,2031,1509235,0,"2023-2024, Minnesota. Overall (6 months-17 years)",35.1 - 45.4,1,1,1,36,3,1,1360101
Mississippi,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.114,2.5472,1548,460224,0,"2023-2024, Mississippi. Overall (6 months-17 years)",8.8 - 13.9,,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.114,2.5472,1548,460224,0,"2023-2024, Mississippi. Overall (6 months-17 years)",8.8 - 13.9,1,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.122,2.7655,1548,829877,0,"2023-2024, Mississippi. Overall (6 months-17 years)",9.4 - 15.0,,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.122,2.7655,1548,829877,0,"2023-2024, Mississippi. Overall (6 months-17 years)",9.4 - 15.0,1,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.139,3.3114,1548,427882,0,"2023-2024, Mississippi. Overall (6 months-17 years)",10.6 - 17.2,,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.139,3.3114,1548,427882,0,"2023-2024, Mississippi. Overall (6 months-17 years)",10.6 - 17.2,1,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.146,3.5975,1548,654480,0,"2023-2024, Mississippi. Overall (6 months-17 years)",11.0 - 18.2,,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.146,3.5975,1548,654480,0,"2023-2024, Mississippi. Overall (6 months-17 years)",11.0 - 18.2,1,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.215,3.1277,1548,584123,0,"2023-2024, Mississippi. Overall (6 months-17 years)",18.4 - 24.6,,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.215,3.1277,1548,584123,0,"2023-2024, Mississippi. Overall (6 months-17 years)",18.4 - 24.6,1,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.24,4.359,1548,704604,0,"2023-2024, Mississippi. Overall (6 months-17 years)",19.7 - 28.4,,1,1,37,3,1,1370101
Mississippi,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.24,4.359,1548,704604,0,"2023-2024, Mississippi. Overall (6 months-17 years)",19.7 - 28.4,1,1,1,37,3,1,1370101
Montana,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.163,3.5415,1869,220555,0,"2023-2024, Montana. Overall (6 months-17 years)",12.7 - 19.8,,1,1,39,3,1,1390101
Montana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.163,3.5415,1869,220555,0,"2023-2024, Montana. Overall (6 months-17 years)",12.7 - 19.8,1,1,1,39,3,1,1390101
Montana,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.163,3.5415,1869,339039,0,"2023-2024, Montana. Overall (6 months-17 years)",12.7 - 19.8,,1,1,39,3,1,1390101
Montana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.163,3.5415,1869,339039,0,"2023-2024, Montana. Overall (6 months-17 years)",12.7 - 19.8,1,1,1,39,3,1,1390101
Montana,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.163,3.5415,1869,307721,0,"2023-2024, Montana. Overall (6 months-17 years)",12.7 - 19.8,,1,1,39,3,1,1390101
Montana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.163,3.5415,1869,307721,0,"2023-2024, Montana. Overall (6 months-17 years)",12.7 - 19.8,1,1,1,39,3,1,1390101
Montana,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.276,3.0321,1869,403079,0,"2023-2024, Montana. Overall (6 months-17 years)",24.6 - 30.6,,1,1,39,3,1,1390101
Montana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.276,3.0321,1869,403079,0,"2023-2024, Montana. Overall (6 months-17 years)",24.6 - 30.6,1,1,1,39,3,1,1390101
Montana,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.276,3.0321,1869,330588,0,"2023-2024, Montana. Overall (6 months-17 years)",24.6 - 30.6,,1,1,39,3,1,1390101
Montana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.276,3.0321,1869,330588,0,"2023-2024, Montana. Overall (6 months-17 years)",24.6 - 30.6,1,1,1,39,3,1,1390101
Nebraska,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.124,2.9564,1283,520820,0,"2023-2024, Nebraska. Overall (6 months-17 years)",9.5 - 15.4,,1,1,40,3,1,1400101
Nebraska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.124,2.9564,1283,520820,0,"2023-2024, Nebraska. Overall (6 months-17 years)",9.5 - 15.4,1,1,1,40,3,1,1400101
Nebraska,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.192,7.6051,1283,488440,0,"2023-2024, Nebraska. Overall (6 months-17 years)",11.6 - 26.8,,1,1,40,3,1,1400101
Nebraska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.192,7.6051,1283,488440,0,"2023-2024, Nebraska. Overall (6 months-17 years)",11.6 - 26.8,1,1,1,40,3,1,1400101
Nevada,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.231,5.3036,2034,349937,0,"2023-2024, Nevada. Overall (6 months-17 years)",17.8 - 28.4,1,1,1,41,3,1,1410101
Nevada,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.274,3.4422,2034,465056,0,"2023-2024, Nevada. Overall (6 months-17 years)",24.0 - 30.9,,1,1,41,3,1,1410101
Nevada,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.274,3.4422,2034,465056,0,"2023-2024, Nevada. Overall (6 months-17 years)",24.0 - 30.9,1,1,1,41,3,1,1410101
Nevada,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.28,3.5389,2034,359312,0,"2023-2024, Nevada. Overall (6 months-17 years)",24.5 - 31.6,,1,1,41,3,1,1410101
Nevada,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.28,3.5389,2034,359312,0,"2023-2024, Nevada. Overall (6 months-17 years)",24.5 - 31.6,1,1,1,41,3,1,1410101
New Hampshire,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.173,3.734,1948,249489,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",13.5 - 21.0,,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.173,3.734,1948,249489,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",13.5 - 21.0,1,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.188,3.9448,1948,379114,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",14.9 - 22.8,,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.188,3.9448,1948,379114,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",14.9 - 22.8,1,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.245,7.5252,1948,290983,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",17.0 - 32.0,,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.245,7.5252,1948,290983,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",17.0 - 32.0,1,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.253,7.6637,1948,204897,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",17.6 - 32.9,,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.253,7.6637,1948,204897,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",17.6 - 32.9,1,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.38,3.7078,1948,389069,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",34.3 - 41.7,,1,1,42,3,1,1420101
New Hampshire,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.38,3.7078,1948,389069,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",34.3 - 41.7,1,1,1,42,3,1,1420101
New Mexico,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.135,2.442,3126,1281444,0,"2023-2024, New Mexico. Overall (6 months-17 years)",11.1 - 16.0,,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.135,2.442,3126,1281444,0,"2023-2024, New Mexico. Overall (6 months-17 years)",11.1 - 16.0,1,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.172,3.5563,3126,1114348,0,"2023-2024, New Mexico. Overall (6 months-17 years)",13.6 - 20.8,,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.172,3.5563,3126,1114348,0,"2023-2024, New Mexico. Overall (6 months-17 years)",13.6 - 20.8,1,1,1,44,3,1,1440101
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.526,1.1356,49751,32497664,0,"2023-2024, National. Age: 5-12 years",51.5 - 53.8,,2,8,1,1,1,1010208
National,National,Age,5-17 years,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.496,0.8929,76136,52803101,0,"2023-2024, National. Age: 5-17 years",48.7 - 50.5,,2,5,1,1,1,1010205
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.598,1.5216,38385,16635728,0,"2023-2024, National. Age: 6 months-4 years",58.2 - 61.3,,2,3,1,1,1,1010203
New Mexico,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.192,3.505,3126,1107602,0,"2023-2024, New Mexico. Overall (6 months-17 years)",15.7 - 22.7,,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.192,3.505,3126,1107602,0,"2023-2024, New Mexico. Overall (6 months-17 years)",15.7 - 22.7,1,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.225,6.2026,3126,827072,0,"2023-2024, New Mexico. Overall (6 months-17 years)",16.3 - 28.7,,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.225,6.2026,3126,827072,0,"2023-2024, New Mexico. Overall (6 months-17 years)",16.3 - 28.7,1,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.316,3.1375,3126,486354,0,"2023-2024, New Mexico. Overall (6 months-17 years)",28.5 - 34.8,,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.316,3.1375,3126,486354,0,"2023-2024, New Mexico. Overall (6 months-17 years)",28.5 - 34.8,1,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.324,3.0788,3126,554139,0,"2023-2024, New Mexico. Overall (6 months-17 years)",29.3 - 35.5,,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.324,3.0788,3126,554139,0,"2023-2024, New Mexico. Overall (6 months-17 years)",29.3 - 35.5,1,1,1,44,3,1,1440101
